visit_label,date,subject_id,session_id,target_label,coordinate_space,paper_qc_status,paper_plot_status,target_settle_time_s,settle_excluded_valid_samples,paper_qc_valid_samples,paper_qc_excluded_samples,target_x_pct_display_width,target_y_pct_display_height,target_eccentricity_relative_coordinate_pct,paper_qc_error_x_pct_display_width,paper_qc_error_y_pct_display_height,paper_qc_omae_relative_coordinate_pct,paper_qc_precision_rms_relative_coordinate_pct,target_x_deg,target_y_deg,target_eccentricity_deg,paper_qc_error_x_deg,paper_qc_error_y_deg,paper_qc_omae_deg,paper_qc_precision_rms_deg,interval_count
Visit 2,2026_01_08,SYNTHETIC_P01,2026_01_08/000,top_right,normalised,included,included,0.6,106,312,0,85.0,15.0,49.49747468305832,0.38858940744929127,0.18794081223668657,0.6698740643305094,0.6171816361180772,17.179865595874652,9.926245506651705,19.55804506682334,0.1793371076114738,0.052231624849413905,0.2823780207143196,0.2550668599882107,3
Visit 2,2026_01_08,SYNTHETIC_P01,2026_01_08/000,inner_top_left,normalised,included,included,0.6,106,312,0,33.0,33.0,24.041630560342615,0.33839158173939177,0.17188690187315003,0.6874661168187546,0.6634887879544631,-8.540104546894366,4.858462919034286,9.790231559838404,0.16756193275016074,0.048885129695654506,0.28351784329268087,0.2669559681111013,3
Visit 2,2026_01_08,SYNTHETIC_P01,2026_01_08/000,inner_top_right,normalised,included,included,0.6,107,311,0,66.0,33.0,23.345235059857504,0.36712712882797927,0.20004260180875588,0.6501402749885576,0.6063185409496643,8.044522463335591,4.858462919034286,9.365177315044619,0.18208620832477074,0.056892031863664094,0.27473916889743855,0.2544384231056935,3
Visit 2,2026_01_08,SYNTHETIC_P01,2026_01_08/000,centre,normalised,included,included,0.6,107,312,0,50.0,50.0,0.0,0.37160995767557825,0.18566588586634847,0.6951207107285003,0.6555105978236967,0.0,0.0,0.0,0.18807576097971637,0.053189340883024995,0.28670569101055976,0.26588611826219993,3
Visit 2,2026_01_08,SYNTHETIC_P01,2026_01_08/000,inner_bottom_left,normalised,included,included,0.6,107,312,0,33.0,66.0,23.345235059857504,0.33762113498436996,0.22356955512163046,0.6669592389565453,0.6138443342973943,-8.540104546894366,-4.573921259900862,9.656235306212883,0.1671793206276142,0.06364632043167262,0.27782558606841323,0.2523980854869832,3
Visit 2,2026_01_08,SYNTHETIC_P01,2026_01_08/000,inner_bottom_right,normalised,included,included,0.6,107,312,0,66.0,66.0,22.627416997969526,0.3638931748621177,0.1771217516035123,0.6696681118494777,0.6468337705850531,8.044522463335591,-4.573921259900862,9.224536194561267,0.18048305093337902,0.05042258049040793,0.2832748761104912,0.27055783694981816,3
Visit 2,2026_01_08,SYNTHETIC_P01,2026_01_08/000,bottom_left,normalised,included,included,0.6,107,312,0,15.0,85.0,49.49747468305832,0.33856416462338945,0.20011639452842123,0.6698896002358843,0.6338101230679961,-17.179865595874652,-9.926245506651705,19.55804506682334,0.15653392227742557,0.0556357180764131,0.2763810611299715,0.2591405936137314,3
Visit 2,2026_01_08,SYNTHETIC_P01,2026_01_08/000,bottom_right,normalised,included,included,0.6,108,312,0,85.0,85.0,49.49747468305832,0.3308838182987328,0.21708923063896157,0.6773024404018426,0.6494219052073199,17.179865595874652,-9.926245506651705,19.55804506682334,0.15272386420138773,0.060355232701580164,0.2773376248295457,0.26094147928382644,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,top_left,normalised,included,included,0.6,107,312,0,15.0,15.0,49.49747468305832,0.4869344999969216,0.3516579803513775,0.8362011024453353,0.6990222939073957,-17.179865595874652,9.926245506651705,19.55804506682334,0.22521547401822772,0.09771913988132042,0.3440119351149305,0.2825365679857809,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,top_right,normalised,included,included,0.6,106,312,0,85.0,15.0,49.49747468305832,0.520619567626851,0.34658481869445645,0.8431158901126744,0.6875996307067258,17.179865595874652,9.926245506651705,19.55804506682334,0.24018928795518235,0.09631009279885383,0.3507904956236083,0.27671677214447193,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,inner_top_left,normalised,included,included,0.6,106,312,0,33.0,33.0,24.041630560342615,0.49044880992853146,0.31097456295851034,0.8364040195600331,0.7134180719054293,-8.540104546894366,4.858462919034286,9.790231559838404,0.24290335779171812,0.0884364566344562,0.3480001445872078,0.2897894323335115,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,inner_top_right,normalised,included,included,0.6,107,311,0,66.0,33.0,23.345235059857504,0.5352588927760749,0.29480171331490446,0.8322054545271869,0.6850993034407882,8.044522463335591,4.858462919034286,9.365177315044619,0.2654192582533845,0.08383809375916584,0.35437958469639425,0.27527355429320344,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,centre,normalised,included,included,0.6,107,312,0,50.0,50.0,0.0,0.473022968647252,0.3267129438444094,0.8126414154534842,0.7018709488572755,0.0,0.0,0.0,0.2394015159466373,0.09359627979878994,0.33916404430746594,0.28751771879271476,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,inner_bottom_left,normalised,included,included,0.6,107,312,0,33.0,66.0,23.345235059857504,0.5241775757024669,0.2534637175122201,0.7873363816967833,0.6606203873311879,-8.540104546894366,-4.573921259900862,9.656235306212883,0.25961936321620094,0.07215748944350864,0.34049657756912927,0.2769886370314462,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,inner_bottom_right,normalised,included,included,0.6,107,312,0,66.0,66.0,22.627416997969526,0.5153722775586178,0.32915951845852165,0.8332573932480984,0.6938908659925096,8.044522463335591,-4.573921259900862,9.224536194561267,0.2555647390438889,0.09370991450025645,0.3553611178371825,0.29134513468588796,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,bottom_left,normalised,included,included,0.6,107,312,0,15.0,85.0,49.49747468305832,0.5268721565228285,0.28809002042884946,0.8313500921157038,0.69612679569075,-17.179865595874652,-9.926245506651705,19.55804506682334,0.24371162992900253,0.08009886414085798,0.3504043346086664,0.27915933454019953,3
Visit 3,2026_01_15,SYNTHETIC_P01,2026_01_15/000,bottom_right,normalised,included,included,0.6,108,312,0,85.0,85.0,49.49747468305832,0.49327267767815264,0.300474929847111,0.8349865495868549,0.7256450354824784,17.179865595874652,-9.926245506651705,19.55804506682334,0.2275897104485729,0.08354382681011607,0.3500257388998387,0.2935364823894733,3
